step,training_loss,epoch,elapsed_time,lr_param_group_0
0,5.611471176147461,1.0001166316771635,7.606173515319824,4.005203767033154e-06
1,5.371127128601074,3.0001166316771637,18.40552568435669,4.020813939832951e-06
2,5.462602615356445,5.000116631677163,28.624934673309326,4.046827133745131e-06
3,5.620736122131348,7.000116631677163,35.33582282066345,4.083237708494647e-06
4,5.726080894470215,9.000116631677164,41.238025426864624,4.130037769408643e-06
5,5.54318904876709,11.000116631677164,48.717254638671875,4.187217169128213e-06
6,5.476260185241699,13.000116631677164,58.01172757148743,4.254763509808549e-06
7,5.593492031097412,15.000116631677164,67.67964172363281,4.332662145807096e-06
8,5.308892726898193,17.000116631677162,77.97891187667847,4.420896186859127e-06
9,5.557930946350098,19.000116631677162,89.18570613861084,4.519446501739894e-06
10,5.751622676849365,21.000116631677162,98.74364590644836,4.6282917224127164e-06
11,5.412971496582031,23.000116631677162,106.18101263046265,4.747408248662158e-06
12,5.5817670822143555,25.000116631677162,112.41461777687073,4.876770253211038e-06
13,5.4787116050720215,27.000116631677162,121.56316447257996,5.0163496873203945e-06
14,5.574270725250244,29.000116631677162,130.7259554862976,5.1661162868711755e-06
15,5.68927526473999,31.000116631677162,141.93909096717834,5.326037578926146e-06
16,5.665404796600342,33.000116631677166,151.81054997444153,5.496078888770844e-06
17,5.636727333068848,35.000116631677166,158.27714109420776,5.676203347431793e-06
18,5.541007041931152,37.000116631677166,168.23191857337952,5.866371899670701e-06
19,5.396546840667725,39.000116631677166,176.74386548995972,6.0665433124524476e-06
20,5.40798282623291,41.000116631677166,187.06122589111328,6.276674183885387e-06
21,5.561497688293457,43.000116631677166,196.29358792304993,6.496718952632007e-06
22,5.461460113525391,45.000116631677166,203.14114093780518,6.7266299077875275e-06
23,5.683288097381592,47.000116631677166,210.71544575691223,6.966357199224952e-06
24,5.415403842926025,49.000116631677166,221.92920422554016,7.2158488484036e-06
25,5.671131134033203,51.000116631677166,230.75481915473938,7.475050759639309e-06
26,5.65952205657959,53.000116631677166,240.2541697025299,7.743906731833765e-06
27,5.617099285125732,55.000116631677166,249.2015745639801,8.022358470660083e-06
28,5.687492847442627,57.000116631677166,256.7626621723175,8.310345601202475e-06
29,5.581159591674805,59.000116631677166,265.11023592948914,8.60780568104695e-06
30,5.656363487243652,61.000116631677166,273.47341132164,8.914674213820301e-06
31,5.435736656188965,63.000116631677166,282.3672761917114,9.230884663174413e-06
32,5.478567600250244,65.00011663167716,293.5609567165375,9.556368467212973e-06
33,5.406570911407471,67.00011663167716,304.76534819602966,9.89105505335725e-06
34,5.435629844665527,69.00011663167716,314.4122316837311,1.023487185364795e-05
35,5.408792495727539,71.00011663167716,325.6348993778229,1.0587744320479599e-05
36,5.448220252990723,73.00011663167716,335.0674068927765,1.0949595942764327e-05
37,5.577447891235352,75.00011663167716,344.9124917984009,1.1320348262521137e-05
38,5.775530815124512,77.00011663167716,351.83550691604614,1.1699920891887564e-05
39,5.406379699707031,79.00011663167716,360.0976815223694,1.2088231530549693e-05
40,5.667611122131348,81.00011663167716,368.3822329044342,1.2485195983586632e-05
41,5.700811386108398,83.00011663167716,378.42453050613403,1.289072817972616e-05
42,5.506488800048828,85.00011663167716,389.6331994533539,1.3304740190006869e-05
43,5.500068664550781,87.00011663167716,397.8851399421692,1.3727142246843345e-05
44,5.776978969573975,89.00011663167716,406.3949325084686,1.415784276348982e-05
45,5.64982795715332,91.00011663167716,415.3059048652649,1.4596748353898416e-05
46,5.532364845275879,93.00011663167716,426.52079677581787,1.5043763852967354e-05
47,5.597403049468994,95.00011663167716,433.40942549705505,1.5498792337175084e-05
48,5.40699577331543,97.00011663167716,444.6390128135681,1.5961735145595567e-05
49,5.509500503540039,99.00011663167716,452.90502285957336,1.6432491901290257e-05
50,5.6882734298706055,101.00011663167716,458.3949484825134,1.6910960533072242e-05
51,5.84113883972168,103.00011663167716,465.69064497947693,1.7397037297637685e-05
52,5.563368797302246,105.00011663167716,473.3709466457367,1.789061680205978e-05
53,5.340813636779785,107.00011663167716,484.5833375453949,1.8391592026640474e-05
54,5.755054473876953,109.00011663167716,494.27921199798584,1.8899854348114847e-05
55,5.5730719566345215,111.00011663167716,503.39805603027344,1.941529356320321e-05
56,5.53382682800293,113.00011663167716,512.4963672161102,1.9937797912505757e-05
57,5.533281326293945,115.00011663167716,521.5406122207642,2.0467254104734683e-05
58,5.488125801086426,117.00011663167716,531.0450043678284,2.1003547341278355e-05
59,5.558475494384766,119.00011663167716,535.3550248146057,2.1546561341092465e-05
60,5.360136032104492,121.00011663167716,544.4296157360077,2.2096178365912372e-05
61,5.911848068237305,123.00011663167716,552.9518599510193,2.265227924578162e-05
62,5.627648830413818,125.00011663167716,559.4141778945923,2.3214743404890826e-05
63,5.437873840332031,127.00011663167716,564.9639706611633,2.378344888772129e-05
64,5.611767768859863,129.00011663167717,572.9273180961609,2.435827238548789e-05
65,5.504419803619385,131.00011663167717,584.1046512126923,2.4939089262875303e-05
66,5.500617980957031,133.00011663167717,592.2650604248047,2.5525773585061918e-05
67,5.44445276260376,135.00011663167717,601.4486246109009,2.611819814502545e-05
68,5.487497806549072,137.00011663167717,610.4835815429688,2.6716234491124455e-05
69,5.593795299530029,139.00011663167717,618.9188261032104,2.7319752954949652e-05
70,5.258225440979004,141.00011663167717,629.6317346096039,2.792862267943916e-05
71,5.271641731262207,143.00011663167717,638.0243020057678,2.8542711647251272e-05
72,5.4032979011535645,145.00011663167717,649.2235355377197,2.9161886709389115e-05
73,5.662243366241455,147.00011663167717,656.1300110816956,2.9786013614070336e-05
74,5.4243927001953125,149.00011663167717,667.308230638504,3.0414957035836116e-05
75,5.179399490356445,151.00011663167717,677.8421580791473,3.1048580604893e-05
76,5.719382286071777,153.00011663167717,687.8858706951141,3.1686746936680944e-05
77,5.418186187744141,155.00011663167717,692.7881228923798,3.232931766166167e-05
78,5.349789619445801,157.00011663167717,701.139176607132,3.297615345532041e-05
79,5.418499946594238,159.00011663167717,710.0416152477264,3.3627114068374655e-05
80,5.47402286529541,161.00011663167717,719.1402063369751,3.4282058357183704e-05
81,5.5464982986450195,163.00011663167717,727.366762638092,3.494084431435175e-05
82,5.465120792388916,165.00011663167717,736.509996175766,3.5603329099518556e-05
83,5.392531394958496,167.00011663167717,745.8263657093048,3.6269369070330586e-05
84,5.318032741546631,169.00011663167717,756.0056195259094,3.6938819813586027e-05
85,5.166966438293457,171.00011663167717,767.1825494766235,3.761153617654708e-05
86,5.280641555786133,173.00011663167717,777.1896991729736,3.828737229841239e-05
87,5.488579273223877,175.00011663167717,786.8133814334869,3.896618164194317e-05
88,5.476323127746582,177.00011663167717,795.9054644107819,3.9647817025235934e-05
89,5.573580741882324,179.00011663167717,803.7435445785522,4.033213065363502e-05
90,5.187694549560547,181.00011663167717,813.8336281776428,4.101897415177792e-05
91,5.349865913391113,183.00011663167717,825.0150787830353,4.170819859576661e-05
92,5.3899359703063965,185.00011663167717,832.5909161567688,4.2399654545457763e-05
93,5.292145729064941,187.00011663167717,843.0334322452545,4.309319207686488e-05
94,5.290093421936035,189.00011663167717,848.8036179542542,4.378866081466537e-05
95,5.164576530456543,191.00011663167717,858.2902674674988,4.4485909964805484e-05
96,5.14235782623291,193.00011663167717,869.4448227882385,4.518478834719596e-05
97,5.185002326965332,195.00011663167717,877.7410235404968,4.5885144428491565e-05
98,5.408415794372559,197.00011663167717,885.9079303741455,4.658682635494699e-05
99,5.455362319946289,199.00011663167717,893.130697965622,4.7289681985342345e-05
100,5.393547058105469,201.00011663167717,903.6092684268951,4.799355892397106e-05
101,5.4109697341918945,203.00011663167717,910.8548047542572,4.869830455368275e-05
102,5.390267372131348,205.00011663167717,922.0175468921661,4.940376606897433e-05
103,5.525390148162842,207.00011663167717,927.8733086585999,5.0109790509121776e-05
104,5.346670627593994,209.00011663167717,937.340169429779,5.081622479134563e-05
105,5.466713905334473,211.00011663167717,945.3045239448547,5.152291574400305e-05
106,5.2874040603637695,213.00011663167717,954.4218249320984,5.222971013979895e-05
107,5.361649513244629,215.00011663167717,962.4712557792664,5.293645472900932e-05
108,5.554256439208984,217.00011663167717,971.5829062461853,5.364299627270941e-05
109,5.359931945800781,219.00011663167717,981.639898777008,5.434918157599952e-05
110,5.472241401672363,221.00011663167717,988.7398116588593,5.5054857521221286e-05
111,5.172138214111328,223.00011663167717,998.7656240463257,5.575987110115723e-05
