step,training_loss,epoch,elapsed_time,lr_param_group_0
0,4.949566841125488,1.0001166316771635,11.614027738571167,4.005203767033154e-06
1,4.892658710479736,3.0001166316771637,22.758957386016846,4.020813939832951e-06
2,4.754837989807129,5.000116631677163,32.89909100532532,4.046827133745131e-06
3,5.0850629806518555,7.000116631677163,41.493165493011475,4.083237708494647e-06
4,4.787641525268555,9.000116631677164,52.17076921463013,4.130037769408643e-06
5,4.991389274597168,11.000116631677164,62.60193109512329,4.187217169128213e-06
6,4.903362274169922,13.000116631677164,71.91430354118347,4.254763509808549e-06
7,4.9146928787231445,15.000116631677164,82.09401273727417,4.332662145807096e-06
8,4.780094146728516,17.000116631677162,89.93684768676758,4.420896186859127e-06
9,4.77780818939209,19.000116631677162,98.67080235481262,4.519446501739894e-06
10,4.640960693359375,21.000116631677162,108.65331292152405,4.6282917224127164e-06
11,4.661562442779541,23.000116631677162,117.27609753608704,4.747408248662158e-06
12,4.714871406555176,25.000116631677162,124.59378671646118,4.876770253211038e-06
13,4.899839878082275,27.000116631677162,135.75694060325623,5.0163496873203945e-06
14,4.949603080749512,29.000116631677162,145.0553274154663,5.1661162868711755e-06
15,5.144645690917969,31.000116631677162,153.29979991912842,5.326037578926146e-06
16,4.962724208831787,33.000116631677166,160.28859877586365,5.496078888770844e-06
17,4.971775054931641,35.000116631677166,169.07781791687012,5.676203347431793e-06
18,4.667303562164307,37.000116631677166,177.4209587574005,5.866371899670701e-06
19,4.793222427368164,39.000116631677166,187.61400437355042,6.0665433124524476e-06
20,4.969054222106934,41.000116631677166,196.7468593120575,6.276674183885387e-06
21,4.674644947052002,43.000116631677166,205.69395565986633,6.496718952632007e-06
22,4.721308708190918,45.000116631677166,215.27898955345154,6.7266299077875275e-06
23,4.874172210693359,47.000116631677166,223.09463119506836,6.966357199224952e-06
24,4.836060523986816,49.000116631677166,232.7882981300354,7.2158488484036e-06
25,4.788138389587402,51.000116631677166,240.53644132614136,7.475050759639309e-06
26,4.684321403503418,53.000116631677166,250.17465233802795,7.743906731833765e-06
27,4.664970397949219,55.000116631677166,261.35764598846436,8.022358470660083e-06
28,4.951681137084961,57.000116631677166,268.98553586006165,8.310345601202475e-06
29,4.602553844451904,59.000116631677166,277.7410726547241,8.60780568104695e-06
30,4.692201614379883,61.000116631677166,287.68969106674194,8.914674213820301e-06
31,4.924375534057617,63.000116631677166,296.0734043121338,9.230884663174413e-06
32,4.596376895904541,65.00011663167716,304.4236352443695,9.556368467212973e-06
33,4.951964378356934,67.00011663167716,311.94700598716736,9.89105505335725e-06
34,5.1215715408325195,69.00011663167716,321.03172755241394,1.023487185364795e-05
35,4.7705278396606445,71.00011663167716,330.6315243244171,1.0587744320479599e-05
36,4.768998146057129,73.00011663167716,338.14357328414917,1.0949595942764327e-05
37,4.824795722961426,75.00011663167716,348.55928349494934,1.1320348262521137e-05
38,4.741302490234375,77.00011663167716,355.8820993900299,1.1699920891887564e-05
39,4.683366775512695,79.00011663167716,364.87556767463684,1.2088231530549693e-05
40,4.895951271057129,81.00011663167716,370.38742113113403,1.2485195983586632e-05
41,4.789610385894775,83.00011663167716,377.2234148979187,1.289072817972616e-05
42,5.04209041595459,85.00011663167716,386.5109555721283,1.3304740190006869e-05
43,4.82620906829834,87.00011663167716,394.77649092674255,1.3727142246843345e-05
44,4.635502338409424,89.00011663167716,404.81567215919495,1.415784276348982e-05
45,4.852868556976318,91.00011663167716,414.383314371109,1.4596748353898416e-05
46,4.779092311859131,93.00011663167716,423.9179940223694,1.5043763852967354e-05
47,4.556665897369385,95.00011663167716,434.1870713233948,1.5498792337175084e-05
48,4.992027759552002,97.00011663167716,441.51102232933044,1.5961735145595567e-05
49,4.979544162750244,99.00011663167716,449.97989988327026,1.6432491901290257e-05
50,4.777395248413086,101.00011663167716,457.99899077415466,1.6910960533072242e-05
51,4.799684047698975,103.00011663167716,467.0890111923218,1.7397037297637685e-05
52,4.669027328491211,105.00011663167716,476.6876940727234,1.789061680205978e-05
53,4.932687759399414,107.00011663167716,484.08581805229187,1.8391592026640474e-05
54,4.863299369812012,109.00011663167716,492.76218724250793,1.8899854348114847e-05
55,4.916468620300293,111.00011663167716,500.38479924201965,1.941529356320321e-05
56,5.082115173339844,113.00011663167716,509.50185990333557,1.9937797912505757e-05
57,4.949520111083984,115.00011663167716,517.0142676830292,2.0467254104734683e-05
58,4.649463176727295,117.00011663167716,524.9261991977692,2.1003547341278355e-05
59,4.827703475952148,119.00011663167716,532.3274619579315,2.1546561341092465e-05
60,4.819938659667969,121.00011663167716,543.5098567008972,2.2096178365912372e-05
61,5.021103382110596,123.00011663167716,551.7994949817657,2.265227924578162e-05
62,4.886638641357422,125.00011663167716,559.889876127243,2.3214743404890826e-05
63,4.997834205627441,127.00011663167716,569.2125778198242,2.378344888772129e-05
64,4.832935333251953,129.00011663167717,579.9869480133057,2.435827238548789e-05
65,4.598134994506836,131.00011663167717,588.3891978263855,2.4939089262875303e-05
66,4.7973833084106445,133.00011663167717,598.3775234222412,2.5525773585061918e-05
67,4.806008338928223,135.00011663167717,607.1949701309204,2.611819814502545e-05
68,4.712375640869141,137.00011663167717,616.438150882721,2.6716234491124455e-05
69,4.723462104797363,139.00011663167717,626.4420363903046,2.7319752954949652e-05
70,4.863706588745117,141.00011663167717,632.1711599826813,2.792862267943916e-05
71,4.811003684997559,143.00011663167717,642.340142250061,2.8542711647251272e-05
72,4.745125770568848,145.00011663167717,650.8199529647827,2.9161886709389115e-05
73,4.8479485511779785,147.00011663167717,657.4047181606293,2.9786013614070336e-05
74,4.610517501831055,149.00011663167717,667.7072730064392,3.0414957035836116e-05
75,4.827108383178711,151.00011663167717,676.6824617385864,3.1048580604893e-05
76,4.851668357849121,153.00011663167717,686.3005712032318,3.1686746936680944e-05
77,4.6573486328125,155.00011663167717,696.0772638320923,3.232931766166167e-05
