loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.6853,0.11403065919876099,9.932006875689957e-05,0.1000699790062981,429,,,,,
1.2765,0.15180344879627228,9.397272121188003e-05,0.2001399580125962,858,,,,,
1.2156,0.15050609409809113,8.385212691968368e-05,0.3002099370188943,1287,,,,,
1.1855,0.19237928092479706,7.005687819967033e-05,0.4002799160251924,1716,,,,,
1.1823,0.17805488407611847,5.4084451766142344e-05,0.5003498950314905,2145,,,,,
1.1684,0.19599619507789612,3.766865736334999e-05,0.6004198740377886,2574,,,,,
1.167,0.21344825625419617,2.25914324078542e-05,0.7004898530440867,3003,,,,,
1.1546,0.18268871307373047,1.0489412363457712e-05,0.8005598320503848,3432,,,,,
1.1504,0.22135548293590546,2.6762736690791546e-06,0.900629811056683,3861,,,,,
,,,1.0,4287,40192.9079,1.706,0.107,2.351183831050827e+18,1.334313889386244
