loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.2933,0.598576545715332,9.932006875689957e-05,0.1000699790062981,429,,,,,
1.1578,0.5024574995040894,9.397272121188003e-05,0.2001399580125962,858,,,,,
1.1376,0.4305143654346466,8.385212691968368e-05,0.3002099370188943,1287,,,,,
1.1266,0.579238772392273,7.005687819967033e-05,0.4002799160251924,1716,,,,,
1.094,0.45657670497894287,5.4084451766142344e-05,0.5003498950314905,2145,,,,,
1.095,0.4876219928264618,3.766865736334999e-05,0.6004198740377886,2574,,,,,
1.0904,0.5996628403663635,2.25914324078542e-05,0.7004898530440867,3003,,,,,
1.0862,0.5906316041946411,1.0489412363457712e-05,0.8005598320503848,3432,,,,,
1.0771,0.5686798095703125,2.6762736690791546e-06,0.900629811056683,3861,,,,,
,,,1.0,4287,37884.3138,1.81,0.113,2.354994089479004e+18,1.1238862970422026
